OT;Núm. Trabajo;Descripción Trabajo;VIN;Marca;Gama;Año;;Tipo Cargo;Tipo de Trabajo;Cliente Cargo  ;Kms.;F. Entrada;F. Cierre;Dif. F. Alta-F.Cierre;Estado
OTM/52/2017;1;REV......SISTEMA DE CARGA HAY QUE INICIARLO....UNIDAD NUEVA;PFC065348;Hyundai;County;2015;;Cliente;MECANICA;6148;1;21/06/2017;11/07/2017;20;Anulado
OTM/26/2017;1;PINTURA DE CHASIS;PGC292351;Hyundai;HD78;2016;;Cliente;COLISION;6146;10;9/06/2017;9/06/2017;0;Facturada
OTM/27/2017;1;PINTURA DE CHASIS;PGC292351;Hyundai;HD78;2016;;Cliente;COLISION;5866;10;9/06/2017;13/06/2017;4;Facturada
OTM/27/2017;2;PINTURA DE CHASIS;PGC292351;Hyundai;HD78;2016;;Cliente;COLISION;5866;10;9/06/2017;17/07/2017;0;Facturada
OTM/27/2017;3;PINTURA DE CHASIS;PGC292351;Hyundai;HD78;2016;;Cliente;COLISION;2;10;9/06/2017;17/07/2017;0;Facturada
OTM/27/2017;4;PINTURA DE CHASIS;PGC292351;Hyundai;HD78;2016;;Cliente;COLISION;2;10;9/06/2017;17/07/2017;0;Facturada
OTM/27/2017;5;PINTURA DE CHASIS;PGC292351;Hyundai;HD78;2016;;Cliente;COLISION;6146;10;9/06/2017;17/07/2017;0;Facturada
OTM/34/2017;1;PINTURA DE CHASISI;PGC292270;Hyundai;HD65;2016;;Cliente;COLISION;6148;10;16/06/2017;16/06/2017;0;Facturada
OTM/35/2017;1;PINTURA DE CHASIS;PGC292270;Hyundai;HD65;2016;;Cliente;COLISION;6146;10;16/06/2017;16/06/2017;0;Facturada
OTM/36/2017;1;PINTURA DE CHASIS;PGC292269;Hyundai;HD65;2016;;Cliente;COLISION;6148;10;16/06/2017;16/06/2017;0;Facturada
OTM/37/2017;1;PINTURA DE CHASIS;PGC292269;Hyundai;HD65;2016;;Cliente;COLISION;6146;10;16/06/2017;16/06/2017;0;Facturada
OTM/38/2017;1;PINTURA CHASIS;PGC902515;Hyundai;HD78;2016;;Cliente;COLISION;6148;10;16/06/2017;16/06/2017;0;Facturada
OTM/39/2017;1;PINTURA DE CHASIS;PGC902515;Hyundai;HD78;2016;;Cliente;COLISION;6146;10;16/06/2017;16/06/2017;0;Facturada
OTM/40/2017;1;PINTURA DE CHASIS;PGC293644;Hyundai;HD65;2016;;Cliente;COLISION;6148;10;16/06/2017;16/06/2017;0;Facturada
OTM/41/2017;1;PINTURA CHASIS;PGC293644;Hyundai;HD65;2016;;Cliente;COLISION;6146;10;16/06/2017;16/06/2017;0;Facturada
OTM/43/2017;1;PINTURA DE CHASIS;PGC292351;Hyundai;HD78;2016;;Cliente;COLISION;6148;10;16/06/2017;17/06/2017;1;Facturada
OTM/44/2017;1;PINTURA DE CHASIS;PGC292351;Hyundai;HD78;2016;;Cliente;COLISION;6146;10;17/06/2017;17/06/2017;0;Facturada
OTM/194/2017;1;INSTALAR STOP DERECHO....DON MISCHAEL SUMINISTRA EL REPUESTO;7F6S00081;Hyundai;Accent;2015;;Cliente;COLISION;10205;10;20/11/2017;20/11/2017;0;Facturada
OTM/243/2017;1;TOMAR IMPRONTAS;5F6S00836;Hyundai;Accent;2015;;Cliente;MECANICA;5896;13;26/12/2017;10/01/2018;15;Facturada
OTM/244/2017;1;TOMAR IMPRONTAS;5F6S00841;Hyundai;Accent;2015;;Cliente;MECANICA;5896;13;26/12/2017;10/01/2018;15;Facturada
OTM/245/2017;1;TOMAR IMPRONTAS;5FGS00832;Hyundai;Accent;2015;;Cliente;MECANICA;5896;13;26/12/2017;10/01/2018;15;Facturada
OTM/253/2017;1;TOMAR IMPRONTAS;4F6S00881;Hyundai;Accent;2015;;Cliente;MECANICA;5896;13;27/12/2017;2/01/2018;6;Facturada
OTM/247/2017;1;TOMAR IMPRONTAS;7F6S00843;Hyundai;Accent;2015;;Cliente;MECANICA;5896;14;27/12/2017;10/01/2018;14;Facturada
OTM/249/2017;1;TOMAR IMPRONTAS;5F6S00837;Hyundai;Accent;2015;;Cliente;MECANICA;5896;14;27/12/2017;10/01/2018;14;Facturada
OTM/251/2017;1;TOMAR IMPRONTAS;8F6S00835;Hyundai;Accent;2015;;Cliente;MECANICA;5896;14;27/12/2017;10/01/2018;14;Facturada
OTM/248/2017;1;TOMAR IMPRONTAS;5F6S00825;Hyundai;Accent;2015;;Cliente;MECANICA;5896;15;27/12/2017;10/01/2018;14;Facturada
OTM/252/2017;1;TOMAR IMPRONTAS;3F6S00872;Hyundai;Accent;2015;;Cliente;MECANICA;5896;15;27/12/2017;10/01/2018;14;Facturada
OTM/246/2017;1;TOMAR IMPRNTAS;5FFGS0083;Hyundai;Accent;2015;;Cliente;MECANICA;5896;16;26/12/2017;10/04/2018;105;Anulado
OTM/250/2017;1;TOMAR IMPRONTAS;3F6S00838;Hyundai;Accent;2015;;Cliente;MECANICA;5896;16;27/12/2017;10/01/2018;14;Facturada
OTM/171/2017;1;CORRECCION EMBELLECIMIENTO DE ENTREGA CORRECCION RAYONES VARIOS SOBRE TODO EN CAPO Y TAPA DE BAUL;AHU039280;Hyundai;Elantra;2017;;Cliente;COLISION;9322;143;26/10/2017;30/10/2017;4;Anulado
OTM/154/2017;1;REV.....ALARMA MUY SENCIBLE....REV.....BLOQUEO PUERTAS DERECHAS NO FUNCIONAN......REV......DIFICULTAD Y TRAQUEO AL ENGRANAR LOS CAMBIOS.....;AGU792456;Hyundai;H1;2016;;Cliente;MECANICA;7760;464;11/10/2017;19/10/2017;8;Anulado
OTB   /627/2017;1;REVISION 2.000 KMS;AHM153547;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;6965;2449;28/06/2017;28/06/2017;0;Facturada
OTB   /342/2017;1;cambio de aceite;AHM161052;Hyundai;Accent;2017;;Cliente;MECANICA;6767;3908;17/06/2017;17/06/2017;0;Facturada
OTB   /2251/2017;1;REVISION 5000 KM ;AGM353231;Hyundai;EON;2016;;Cliente;MECANICA;8505;4814;4/09/2017;4/09/2017;0;Facturada
OTF  /76/2017;1;EL CLIENTE DICE: REV 5000 KMS (SERVICIO PUBLICO, CAMBIO ACEITE Y FILTRO);AGU050862;Hyundai;Accent;2016;;Cliente;MECANICA;7068;4974;28/07/2017;28/07/2017;0;Facturada
OTF  /85/2017;1;EL CLIENTE DICE: REV 5000 KMS;AGU053519;Hyundai;Accent;2016;;Cliente;MECANICA;2296;5088;1/08/2017;1/08/2017;0;Facturada
OTF  /26/2017;1;EL CLEINTE DICE: REV 5000 KMS;AHM156378;Hyundai;Grand I10 NB;2017;;Cliente;MECANICA;3545;5098;23/06/2017;23/06/2017;0;Facturada
OTF  /60/2017;1;EL CLIENTE DICE: REV 5000 KMS (SERVICIO PUBLICO);AGU050843;Hyundai;Accent;2016;;Cliente;MECANICA;833;5099;17/07/2017;17/07/2017;0;Facturada
OTF  /5/2017;1;EL CLIENTE DICE: REV 5000 KMS;AGU044550;Hyundai;Accent;2016;;Cliente;MECANICA;2565;5100;1/06/2017;10/06/2017;3;Facturada
OTF  /49/2017;1;EL CLIENTE DICE: REV 5000 KMS ;AHM153557;Hyundai;Grand I10 NB;2017;;Cliente;MECANICA;7241;5144;11/07/2017;11/07/2017;0;Facturada
OTF  /8/2017;1;REV 5.000 KMS;AHM668990;Hyundai;I10;2017;;Cliente;MECANICA;3275;5150;10/06/2017;12/06/2017;2;Facturada
OTB   /2237/2017;1;REVISION 5.000 KMS;AGM663539;Hyundai;I10;2016;;Cliente;MECANICA;8496;5160;4/09/2017;4/09/2017;0;Facturada
OTB   /2367/2017;1;GRADUACION DE FRENOS;AHM153558;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;8878;5222;18/09/2017;18/09/2017;0;Facturada
OTM/211/2017;1;CLIENTE SOLICITA REVISION DE 5000KMS;AHU066813;Hyundai;Accent;2017;;Cliente;MECANICA;7561;5402;11/12/2017;11/12/2017;0;Facturada
OTM/229/2017;1;rev...5.000km.....REV.....A/A NO ENFRAI EN OCACIONES;AGU592469;Hyundai;Santa Fe;2016;;Cliente;MECANICA;10863;5411;20/12/2017;20/12/2017;0;Facturada
OTB   /2908/2017;1;REVISION 5.000 KMS;AJM264674;Hyundai;Grand I10 HB;2018;;Cliente;MECANICA;10657;5495;11/12/2017;11/12/2017;0;Facturada
OTB   /1831/2017;1;REVISION 5.000 KMS;AHM161096;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;8135;5500;17/08/2017;17/08/2017;0;Facturada
OTB   /1745/2017;1;REVISION 5.000 KM;AHU067934;Hyundai;Accent;2017;;Cliente;MECANICA;8058;5555;14/08/2017;14/08/2017;0;Facturada
OTB   /2494/2017;1;REVISION 5.000 KMS;AHM153568;Hyundai;Grand I10 NB;2017;;Cliente;MECANICA;2902;5634;4/10/2017;4/10/2017;0;Facturada
OTF  /36/2017;1;EL CLIENTE DICE: REV 5000 KMS;AHM668959;Hyundai;I10;2017;;Cliente;MECANICA;7049;5700;30/06/2017;30/06/2017;0;Facturada
OTF  /34/2017;1;EL CLIENTE DICE: REV 5000 KMS;AHM153842;Hyundai;Grand I10 NB;2017;;Cliente;MECANICA;3792;5900;29/06/2017;29/06/2017;0;Facturada
OTF  /12/2017;1;rev 5000 kms (taxi grand i10)kit aceite promocional;AHM154045;Hyundai;Grand I10 NB;2017;;Cliente;MECANICA;6689;5911;13/06/2017;13/06/2017;0;Facturada
OTF  /57/2017;1;CAMBIO ACEITE MOTOR Y FILTRO (CORTESIA COMERCIAL SEDE TAXI PALACE);AHM153807;Hyundai;Grand I10 NB;2017;;Interno;MECANICA;2;5974;13/07/2017;13/07/2017;0;Facturada
OTM/50/2017;1;rev.....5.000KM;AHM440992;Hyundai;EON;2017;;Cliente;MECANICA;4250;5974;21/06/2017;21/06/2017;0;Anulado
OTF  /43/2017;1;EL CLIENTE DICE: REV 5000 KMS;AHM153655;Hyundai;Grand I10 NB;2017;;Cliente;MECANICA;1543;6000;5/07/2017;5/07/2017;0;Facturada
OTB   /2232/2017;1;REVISION 5.000 KMS;AHM153827;Hyundai;Grand I10 NB;2017;;Cliente;MECANICA;1241;6029;2/09/2017;2/09/2017;0;Facturada
OTM/127/2017;1;REV.....5.000KM;BGU141977;Hyundai;Tucson;2016;;Cliente;MECANICA;3054;6055;12/09/2017;14/09/2017;2;Anulado
OTF  /80/2017;1;EL CLIENTE DICE: REV 5000 KMS (SERVICIO PUBLICO);AHM153737;Hyundai;Grand I10 NB;2017;;Cliente;MECANICA;7097;6133;31/07/2017;31/07/2017;0;Facturada
OTF  /65/2017;1;EL CLIENTE DICE: REV 5.000 KMS PERO SIN CAMBIAR ACEITE MOTOR;AGU051818;Hyundai;Accent;2016;;Cliente;MECANICA;3279;6166;21/07/2017;21/07/2017;0;Facturada
OTB   /1266/2017;1;REVISION 5.000 KMS;AGU051712;Hyundai;Accent;2016;;Cliente;MECANICA;476;6274;24/07/2017;24/07/2017;0;Facturada
OTM/126/2017;1;rev....5.000km...LATONERIA Y PINTURA TAPA DE BAUL- BOMPER DELANTERO Y TRASERO;BGU113173;Hyundai;Tucson;2016;;Cliente;MECANICA Y COLISION;8676;6618;12/09/2017;14/09/2017;2;Facturada
OTB   /997/2017;1;REV 5000 KM;AGU050949;Hyundai;Accent;2016;;Cliente;MECANICA;7282;6647;12/07/2017;12/07/2017;0;Facturada
OTF  /75/2017;1;"EL CLIENTE DICE: REV FUGA LIQUIDO FRENOS
NIVEL DE LIQUIDO BAJO
CAMBIO VALVULA LIMITADORA BOMBA FRENOS";AGU044550;Hyundai;Accent;2016;;Cliente;MECANICA;2565;7910;12/09/2017;23/04/2021;1319;Anulado
OTB   /2381/2017;1;REVISAR FALLA MOTOR;AHM161457;Hyundai;Grand I10 NB;2017;;Cliente;MECANICA;6763;8051;19/09/2017;19/09/2017;0;Facturada
OTB   /2338/2017;1;REVISION 5.000 KMS;AHM153556;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;8797;8495;14/09/2017;14/09/2017;0;Facturada
OTM/222/2017;1;REVISION DE 5000KMS CAMBIO DE ACEITE DE FILTROS Y CORTO ELECTRICO EN FURGON;PGC292269;Hyundai;HD65;2016;;Interno;MECANICA;2;8825;19/12/2017;30/01/2018;42;Facturada
OTM/220/2017;1;REV.....5.000KM;PGC293671;Hyundai;HD65;2016;;Cliente;MECANICA;8557;8978;16/12/2017;16/12/2017;0;Facturada
OTB   /1772/2017;1;GRADUACION DE FRENOS;AHM156387;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;8079;9070;15/08/2017;15/08/2017;0;Facturada
OTB   /1532/2017;1;CAMBIO DE ACEITE;AHM161052;Hyundai;Accent;2017;;Cliente;MECANICA;6767;9176;4/08/2017;4/08/2017;0;Facturada
OTB   /2380/2017;1;GRADUACION DE FRENOS;AHM153827;Hyundai;Grand I10 NB;2017;;Cliente;MECANICA;1241;9650;19/09/2017;19/09/2017;0;Facturada
OTM/33/2017;1;LATONERIA Y PINTURA SEGUN MAPFRE. POSIBLE PERDIDA TOTAL;AGM067108;Hyundai;Grand I10 HB;2016;;Cliente;COLISION;153;10000;15/06/2017;16/06/2017;1;Anulado
OTB   /279/2017;1;CAMBIO DE ACEITE;AHM668027;Hyundai;I10;2017;;Cliente;MECANICA;2015;10027;15/06/2017;15/06/2017;0;Facturada
OTB   /2763/2017;1;ROTACION DE LLANTAS;AHM391596;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;4156;10028;18/11/2017;18/11/2017;0;Facturada
OTM/65/2017;1;REVISION DE 10.000 KM;DGU109965;Hyundai;Tucson;2016;;Cliente;MECANICA;6244;10041;12/07/2017;12/07/2017;0;Facturada
OTB   /2575/2017;1;GRADUACION DE FRENOS;AHM153558;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;8878;10144;19/10/2017;19/10/2017;0;Facturada
OTB   /2369/2017;1;REV DE 10000 KM;AGM367224;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;8892;10287;18/09/2017;18/09/2017;0;Facturada
OTB   /2907/2017;1;REVISION 10.000 KMS;AHM161119;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;1248;10432;11/12/2017;11/12/2017;0;Facturada
OTB   /685/2017;1;CAMBIO DE ACEITE, ALINEACION, BALANCEO, ;AHM153848;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;4326;10489;29/06/2017;29/06/2017;0;Facturada
OTB   /2485/2017;1;REVISION 10.000 KMS;AGM663539;Hyundai;I10;2016;;Cliente;MECANICA;8496;10498;3/10/2017;3/10/2017;0;Facturada
OTB   /2488/2017;1;"REVISION DE FRENOS 

SE CIERRA EN CERO POR CAMBIO DE FECHA ";AGM663539;Hyundai;I10;2016;;Cliente;MECANICA;8496;10498;3/10/2017;27/06/2018;267;Anulado
OTB   /2488/2017;2;REVISION 15.000 KMS;AGM663539;Hyundai;I10;2016;;Cliente;MECANICA;8496;10498;3/10/2017;3/11/2017;0;Facturada
OTB   /2488/2017;3;REVISION 20000 KM;AGM663539;Hyundai;I10;2016;;Cliente;MECANICA;8496;10498;3/10/2017;30/11/2017;0;Facturada
OTB   /2488/2017;4;REVISION 20000 KM;AGM663539;Hyundai;I10;2016;;Cliente;MECANICA;8496;10498;3/10/2017;30/11/2017;0;Facturada
OTB   /2488/2017;5;REVISION 20000 KM;AGM663539;Hyundai;I10;2016;;Cliente;MECANICA;8496;10498;3/10/2017;30/11/2017;0;Facturada
OTB   /2488/2017;6;REVISION 30.000 KMS;AGM663539;Hyundai;I10;2016;;Cliente;MECANICA;8496;10498;3/10/2017;30/01/2018;0;Facturada
OTB   /2488/2017;7;REVISION 45.000 KMS;AGM663539;Hyundai;I10;2016;;Cliente;MECANICA;8496;10498;3/10/2017;10/04/2018;0;Facturada
OTB   /2488/2017;8;REVISION 50.000 KMS;AGM663539;Hyundai;I10;2016;;Cliente;MECANICA;8496;10498;3/10/2017;22/05/2018;0;Facturada
OTB   /2531/2017;1;REVISION 10.000 KMS;AHU067934;Hyundai;Accent;2017;;Cliente;MECANICA;8058;10630;10/10/2017;10/10/2017;0;Facturada
OTB   /2734/2017;1;REVISION 10.000 KMS;AHM153568;Hyundai;Grand I10 NB;2017;;Cliente;MECANICA;2902;10911;14/11/2017;14/11/2017;0;Facturada
OTM/188/2017;1;CAMBIO DE ACEITE Y FILTROS......GRADUACION DE FRENOS.......;AHU067908;Hyundai;Accent;2017;;Cliente;MECANICA;7338;10967;11/11/2017;14/11/2017;3;Anulado
OTB   /2626/2017;1;"CLIENTE REPORTA FUGA DE LIQUIDO DE FRENO


( SE CIERRA EN 0 POR CAMBIO DE FECHA )";AHM161457;Hyundai;Grand I10 NB;2017;;Cliente;MECANICA;6763;11000;26/10/2017;23/04/2018;179;Anulado
OTB   /2626/2017;2;GARANTÍA RECHAZADA REVERSION: ATB/19/2017;AHM161457;Hyundai;Grand I10 NB;2017;;Garantia;MECANICA;6148;11000;26/10/2017;13/02/2018;0;Facturada
OTB   /2626/2017;3;GARANTÍA RECHAZADA CARGO: ATB/19/2017;AHM161457;Hyundai;Grand I10 NB;2017;;Garantia;MECANICA;6148;11000;26/10/2017;31/10/2017;-105;Facturada
OTB   /811/2017;1;REVISION 10.000 KMS;AGU235562;Hyundai;Accent;2016;;Cliente;MECANICA;1931;11050;5/07/2017;5/07/2017;0;Facturada
OTB   /2449/2017;1;REVISION DE 10000 KM;AGU232314;Hyundai;Accent;2016;;Cliente;MECANICA;9124;11073;28/09/2017;28/09/2017;0;Facturada
OTM/210/2017;1;CLIENTE SOLICITA CAMBIO DE ACEITE Y FILTRO........CAMBIO DE FILTRO DE AIRE...;PFC065324;Hyundai;County;2015;;Cliente;MECANICA;4127;11350;11/12/2017;11/12/2017;0;Facturada
OTM/210/2017;2;CLIENTE SOLICITA CAMBIO DE ACEITE Y FILTRO........CAMBIO DE FILTRO DE AIRE...;PFC065324;Hyundai;County;2015;;Cliente;MECANICA;4127;11350;11/12/2017;11/12/2017;0;Facturada
OTM/210/2017;3;CLIENTE SOLICITA CAMBIO DE ACEITE Y FILTRO........CAMBIO DE FILTRO DE AIRE...;PFC065324;Hyundai;County;2015;;Cliente;MECANICA;4127;11350;11/12/2017;11/12/2017;0;Facturada
OTB   /2464/2017;1;REV 10000 KM ;AHM153827;Hyundai;Grand I10 NB;2017;;Cliente;MECANICA;1241;11570;29/09/2017;29/09/2017;0;Facturada
OTB   /395/2017;1;CAMBIO DE ACEITE;P6M641101;Hyundai;Atos;2006;;Cliente;MECANICA;2787;11650;20/06/2017;20/06/2017;0;Facturada
OTF  /88/2017;1;EL CLIENTE DICE: CAMBIO DE ACEITE MOTOR;AHM153655;Hyundai;Grand I10 NB;2017;;Cliente;MECANICA;1543;11676;2/08/2017;2/08/2017;0;Facturada
OTM/163/2017;1;CAMBIO DE ACEITE Y FILTROS.....INSTALAR ESPEJO DELANTERO......CAMBIO DE FILTRO DE AIRE.....GRADUAR FRENOS.....REVISION DE LUCES Y NIVELES;PFC065298;Hyundai;County;2015;;Cliente;MECANICA Y COLISION;4968;11757;20/10/2017;20/10/2017;0;Facturada
OTM/69/2017;1;REVISION DE 5000KMS;PGC292270;Hyundai;HD65;2016;;Cliente;MECANICA;5740;11963;13/07/2017;24/10/2017;103;Anulado
OTM/69/2017;2;CAMBIO DE ACEITE Y FILTROS......GRADUACION DE FRENOS....REVISION CON EQUIPO DE DIAGNOSTICO GDS...CLIENTE SUMINISTRA FILTROS;PGC292270;Hyundai;HD65;2016;;Cliente;MECANICA;5740;11963;13/07/2017;13/09/2017;0;Facturada
OTM/69/2017;3;REV.....FALTA DE FUERZA MOTOR EN SUBIDA.....REV.....DEMACIADA CANTIDAD DE GASES DE ESCAPE......REV...CAMBIOS DUROS DE ENGRANAR;PGC292270;Hyundai;HD65;2016;;Interno;MECANICA;2;11963;13/07/2017;29/09/2018;354;Facturada
OTM/69/2017;4;CAMBIO DE ACEITE Y FILTROS;PGC292270;Hyundai;HD65;2016;;Cliente;MECANICA;5740;11963;13/07/2017;24/11/2017;0;Facturada
OTB   /2526/2017;1;REVISION DE 10000 KM;AHM161457;Hyundai;Grand I10 NB;2017;;Cliente;MECANICA;6763;12600;9/10/2017;9/10/2017;0;Facturada
OTB   /2268/2017;1;ALINEACION Y BALANCEO, NITROGENO;AGU235562;Hyundai;Accent;2016;;Cliente;MECANICA;1931;12912;5/09/2017;5/09/2017;0;Facturada
OTF  /28/2017;1;EL CLIENTE DICE: BLOQUEO PPAL NO FUNCIONA;BFU775881;Hyundai;Accent;2015;;Cliente;OTRO;6888;12971;23/06/2017;23/06/2017;0;Facturada
OTM/68/2017;1;REVISION DE 5000KMS;PGC293645;Hyundai;HD65;2016;;Cliente;MECANICA;5740;13233;13/07/2017;13/10/2017;92;Anulado
OTM/68/2017;2;CAMBIO DE ACEITE Y FILTROS.....GRADUACION DE FRENOS....REVISION CON EQUIPO DE DIAGNOSTICO GD...CLIENTE SUMINISTRA LOS FILTROS;PGC293645;Hyundai;HD65;2016;;Cliente;MECANICA;5740;13233;13/07/2017;13/09/2017;0;Facturada
OTB   /1010/2017;1;CAMBIO DE EMBRAGUE;CGU110245;Hyundai;Tucson;2016;;Cliente;MECANICA;7295;13285;13/07/2017;14/07/2017;1;Facturada
OTF  /52/2017;1;REV 10.000 KMS ;AHM156578;Hyundai;Grand I10 NB;2017;;Interno;MECANICA;2;13309;12/07/2017;12/07/2017;0;Facturada
OTB   /73/2017;1;CAMBIO DE ACEITE 2 FILTROS;AGM145720;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;6582;13494;7/06/2017;7/06/2017;0;Facturada
OTB   /763/2017;1;CAMBIO DE ACEITE;AHM161455;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;2074;14014;4/07/2017;4/07/2017;0;Facturada
OTB   /2975/2017;1;CAMBIO MUÑECO BARRA ESTABILIZADORA, ROTACION DE LLANTAS;P6M815370;Hyundai;Atos;2006;;Cliente;MECANICA;4774;14117;19/12/2017;19/12/2017;0;Facturada
OTB   /1041/2017;1;cambio de aceite;AGU053458;Hyundai;Accent;2016;;Cliente;MECANICA;2824;14337;14/07/2017;14/07/2017;0;Facturada
OTB   /1161/2017;1;CAMBIO DE ACEITE;AFM546591;Hyundai;I10;2015;;Cliente;MECANICA;4203;14500;19/07/2017;19/07/2017;0;Facturada
OTM/124/2017;1;REV.....15.0000KM;PEC901950;Hyundai;HD78;2014;;Cliente;MECANICA;4746;14708;6/09/2017;8/09/2017;2;Facturada
OTB   /2625/2017;1;CAMBIO DE ACEITE;AHM153827;Hyundai;Grand I10 NB;2017;;Interno;MECANICA;2;15000;26/10/2017;30/10/2017;4;Anulado
OTB   /2781/2017;1;GRADUACION DE FRENOS;AHM153558;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;8878;15110;22/11/2017;22/11/2017;0;Facturada
OTF  /96/2017;1;EL CLIENTE DICE: REV 15000 KMS, REV RUIDO TRASERO AL FRENAR;AGM067130;Hyundai;Grand I10 HB;2016;;Cliente;MECANICA;2764;15337;11/08/2017;11/08/2017;0;Facturada
OTM/208/2017;1;REV....15.000KM;AEU132896;Hyundai;I30;2014;;Cliente;MECANICA;1488;15454;7/12/2017;7/12/2017;0;Facturada
OTB   /2765/2017;1;ROTACION;AHU066826;Hyundai;Accent;2017;;Cliente;MECANICA;10166;15598;18/11/2017;18/11/2017;0;Facturada
OTB   /2713/2017;1;REVISION 10.000 KMS;AGU051712;Hyundai;Accent;2016;;Cliente;MECANICA;476;15611;10/11/2017;10/11/2017;0;Facturada
OTB   /3056/2017;1;REVISION 15.000 KMS;AGU235562;Hyundai;Accent;2016;;Cliente;MECANICA;1931;15696;28/12/2017;28/12/2017;0;Facturada
OTM/53/2017;1;REVISON DE 15.000KM;AFU923280;Hyundai;Tucson;2015;;Cliente;MECANICA;6005;15734;22/06/2017;22/06/2017;0;Facturada
OTB   /1049/2017;1;cambio de aceite;AHM668651;Hyundai;I10;2017;;Cliente;MECANICA;6243;15878;14/07/2017;14/07/2017;0;Facturada
OTB   /1519/2017;1;CAMBIO DE ACEITE;AHM153848;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;4326;16144;3/08/2017;3/08/2017;0;Facturada
OTB   /3035/2017;1;REVISION DE 15.000 KMS;AHM153568;Hyundai;Grand I10 NB;2017;;Cliente;MECANICA;2902;16300;27/12/2017;27/12/2017;0;Facturada
OTB   /1263/2017;1;CAMBIO DE ACEITE;AHM668027;Hyundai;I10;2017;;Cliente;MECANICA;2015;16622;24/07/2017;24/07/2017;0;Facturada
OTF  /33/2017;1;EL CLIENTE DICE: REV 15000 KMS;AFU729271;Hyundai;Accent;2015;;Cliente;MECANICA;6502;16665;29/06/2017;29/06/2017;0;Facturada
OTB   /1879/2017;1;REVISION 15.000 KMS;AHM445029;Hyundai;EON;2017;;Cliente;MECANICA;7295;16871;18/08/2017;19/08/2017;1;Facturada
OTB   /194/2017;1;CAMBIO DE ACEITE;AHM156475;Hyundai;Grand I10 HB;2017;;Cliente;MECANICA;2900;16884;12/06/2017;12/06/2017;0;Facturada
OTM/108/2017;1;REV....15.000KM;BFU998734;Hyundai;Tucson;2015;;Cliente;MECANICA;8180;17109;19/08/2017;19/08/2017;0;Facturada
OTM/219/2017;1;REV......SE PRENDE EL TESTIGO DE EPS Y SE ENDURECE LA DIRECCION;AGU841749;Hyundai;Accent;2016;;Cliente;MECANICA;10735;17255;14/12/2017;21/12/2017;7;Facturada
OTB   /601/2017;1;AJUSTE SUSPENSION;AGM355162;Hyundai;EON;2016;;Cliente;MECANICA;2774;17522;27/06/2017;27/06/2017;0;Facturada
OTB   /911/2017;1;REVISION 15.000 KMS;AFU786727;Hyundai;Accent;2015;;Cliente;MECANICA;4590;18076;10/07/2017;10/07/2017;0;Facturada
OTB   /618/2017;1;CAMBIO DE ACEITE;AHT361808;Hyundai;Accent;2017;;Cliente;MECANICA;2991;18291;27/06/2017;27/06/2017;0;Facturada
OTF  /32/2017;1;EL CLIENTE DICE: REV 15000 KMS;DEU745719;Hyundai;Tucson;2014;;Cliente;MECANICA;1762;18454;29/06/2017;29/06/2017;0;Facturada
OTM/167/2017;1;CAMBIO DE ACEITE Y FILTROS;PGC293645;Hyundai;HD65;2016;;Cliente;MECANICA;5740;18870;26/10/2017;26/10/2017;0;Facturada
OTM/167/2017;2;CAMBIO DE ACEITE Y FILTROS;PGC293645;Hyundai;HD65;2016;;Cliente;MECANICA;5740;18870;26/10/2017;26/10/2017;0;Facturada
OTM/167/2017;3;CAMBIO DE ACEITE Y FILTROS;PGC293645;Hyundai;HD65;2016;;Cliente;MECANICA;5740;18870;26/10/2017;26/10/2017;0;Facturada
OTB   /2751/2017;1;GRADUACION DE FRENOS;AHM161052;Hyundai;Accent;2017;;Cliente;MECANICA;6767;18902;16/11/2017;16/11/2017;0;Facturada
OTB   /617/2017;1;CAMBIO DE ACEITE;AHM156562;Hyundai;Grand I10 NB;2017;;Cliente;MECANICA;2845;19300;27/06/2017;27/06/2017;0;Facturada
OTF  /79/2017;1;EL CLIENTE DICE: REVISION DE VIAJE;DEU745719;Hyundai;Tucson;2014;;Cliente;MECANICA;1762;19322;29/07/2017;29/07/2017;0;Facturada
OTB   /2095/2017;1;CAMBIO DE AACEITE;AGM102993;Hyundai;Grand I10 HB;2016;;Cliente;OTRO;4167;19385;28/08/2017;28/08/2017;0;Facturada
OTM/168/2017;1;REV.....20.0000KM........ALINEACION Y BALANCEO;AEU534770;Hyundai;Accent;2014;;Cliente;MECANICA;2105;19648;26/10/2017;30/10/2017;4;Anulado
