OT;Núm. Trabajo;Descripción Trabajo;VIN;Marca;Gama;Año;;Tipo Cargo;Tipo de Trabajo;Cliente Cargo  ;Kms.;F. Entrada;F. Cierre;Dif. F. Alta-F.Cierre;Estado
OTM/2024/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM615450;Hyundai;Grand I10;2026;;Interno;MECANICA;2;10;18/06/2025;18/06/2025;0;Facturada
OTM/2025/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTP717771;Hyundai;HB20S;2026;;Interno;MECANICA;2;10;18/06/2025;19/06/2025;1;Facturada
OTM/2026/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ESU263833;Hyundai;Kona;2025;;Interno;MECANICA;2;10;18/06/2025;19/06/2025;1;Facturada
OTM/2027/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM615447;Hyundai;Grand I10;2026;;Interno;MECANICA;2;10;18/06/2025;19/06/2025;1;Facturada
OTM/2028/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM615444;Hyundai;Grand I10;2026;;Interno;MECANICA;2;10;18/06/2025;19/06/2025;1;Facturada
OTM/2029/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM615443;Hyundai;Grand I10;2026;;Interno;MECANICA;2;10;18/06/2025;19/06/2025;1;Facturada
OTM/2030/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;DSU105798;Hyundai;Santa Fe;2025;;Interno;MECANICA;2;10;18/06/2025;19/06/2025;1;Facturada
OTM/2032/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU130646;Hyundai;Kona;2026;;Interno;MECANICA;2;10;20/06/2025;25/06/2025;5;Facturada
OTM/2033/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ASU214100;Hyundai;Staria;2025;;Interno;MECANICA;2;10;21/06/2025;25/06/2025;4;Facturada
OTM/2034/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATU239100;Hyundai;Staria;2026;;Interno;MECANICA;2;10;21/06/2025;25/06/2025;4;Facturada
OTM/2035/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTJ367054;Hyundai;Tucson;2026;;Interno;MECANICA;2;10;24/06/2025;25/06/2025;1;Facturada
OTM/2036/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU136764;Hyundai;Kona;2026;;Interno;MECANICA;2;10;24/06/2025;25/06/2025;1;Facturada
OTM/2037/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM329609;Hyundai;Grand I10 NB;2026;;Interno;MECANICA;2;10;24/06/2025;24/06/2025;0;Facturada
OTM/2038/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM615461;Hyundai;Grand I10;2026;;Interno;MECANICA;2;10;24/06/2025;24/06/2025;0;Facturada
OTM/2039/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM615462;Hyundai;Grand I10;2026;;Interno;MECANICA;2;10;24/06/2025;24/06/2025;0;Facturada
OTM/2040/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM615460;Hyundai;Grand I10;2026;;Interno;MECANICA;2;10;24/06/2025;24/06/2025;0;Facturada
OTM/2041/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM329859;Hyundai;Grand I10 NB;2026;;Interno;MECANICA;2;10;24/06/2025;24/06/2025;0;Facturada
OTM/2044/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU125169;Hyundai;Kona;2026;;Interno;MECANICA;2;10;24/06/2025;12/07/2025;18;Facturada
OTM/2045/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU138637;Hyundai;Kona;2026;;Interno;MECANICA;2;10;25/06/2025;12/07/2025;17;Facturada
OTM/2046/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTP730103;Hyundai;HB20S;2026;;Interno;MECANICA;2;10;25/06/2025;12/07/2025;17;Facturada
OTM/2047/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM615459;Hyundai;Grand I10;2026;;Interno;MECANICA;2;10;25/06/2025;25/06/2025;0;Facturada
OTM/2049/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;DRU760318;Hyundai;Palisade;2024;;Cliente;MECANICA;36599;10;1/07/2025;18/07/2025;17;Facturada
OTM/2052/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ESU274966;Hyundai;Kona;2025;;Interno;MECANICA;2;10;6/07/2025;19/07/2025;13;Facturada
OTM/2053/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU124583;Hyundai;Kona;2026;;Interno;MECANICA;2;10;6/07/2025;25/07/2025;19;Facturada
OTM/2054/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTJ367014;Hyundai;Tucson;2026;;Interno;MECANICA;2;10;6/07/2025;12/07/2025;6;Facturada
OTM/2055/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTP730115;Hyundai;HB20S;2026;;Interno;MECANICA;2;10;6/07/2025;12/07/2025;6;Facturada
OTM/2056/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTJ375302;Hyundai;Tucson;2026;;Interno;MECANICA;2;10;6/07/2025;12/07/2025;6;Facturada
OTM/2057/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ESU275151;Hyundai;Kona;2025;;Interno;MECANICA;2;10;6/07/2025;12/07/2025;6;Facturada
OTM/2058/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU137127;Hyundai;Kona;2026;;Interno;MECANICA;2;10;6/07/2025;12/07/2025;6;Facturada
OTM/2059/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU130203;Hyundai;Kona;2026;;Interno;MECANICA;2;10;6/07/2025;12/07/2025;6;Facturada
OTM/2060/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ASM604685;Hyundai;Grand I10;2025;;Interno;MECANICA;2;10;6/07/2025;6/07/2025;0;Facturada
OTM/2061/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU135500;Hyundai;Kona;2026;;Interno;MECANICA;2;10;6/07/2025;12/07/2025;6;Facturada
OTM/2062/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU145973;Hyundai;Kona;2026;;Interno;MECANICA;2;10;6/07/2025;25/07/2025;19;Facturada
OTM/2063/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;DTU356095;Hyundai;Tucson;2026;;Interno;MECANICA;2;10;6/07/2025;14/07/2025;8;Facturada
OTM/2064/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM615456;Hyundai;Grand I10;2026;;Interno;MECANICA;2;10;6/07/2025;6/07/2025;0;Facturada
OTM/2065/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTP730151;Hyundai;HB20;2026;;Interno;MECANICA;2;10;6/07/2025;12/07/2025;6;Facturada
OTM/2066/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATP729486;Hyundai;HB20;2026;;Interno;MECANICA;2;10;6/07/2025;12/07/2025;6;Facturada
OTM/2067/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTU385897;Hyundai;Venue;2026;;Interno;MECANICA;2;10;6/07/2025;12/07/2025;6;Facturada
OTM/2068/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU135493;Hyundai;Kona;2026;;Interno;MECANICA;2;10;6/07/2025;12/07/2025;6;Facturada
OTM/2069/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATP718714;Hyundai;HB20;2026;;Interno;MECANICA;2;10;6/07/2025;12/07/2025;6;Facturada
OTM/2070/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTJ366325;Hyundai;Tucson;2026;;Interno;MECANICA;2;10;6/07/2025;12/07/2025;6;Facturada
OTM/2071/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATP698851;Hyundai;HB20S;2026;;Interno;MECANICA;2;10;6/07/2025;12/07/2025;6;Facturada
OTM/2072/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU123674;Hyundai;Kona;2026;;Interno;MECANICA;2;10;6/07/2025;10/07/2025;4;Anulado
OTM/2073/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATP718342;Hyundai;HB20S;2026;;Interno;MECANICA;2;10;6/07/2025;19/07/2025;13;Facturada
OTM/2074/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU138707;Hyundai;Kona;2026;;Interno;MECANICA;2;10;6/07/2025;12/07/2025;6;Facturada
OTM/2075/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTP730204;Hyundai;HB20S;2026;;Interno;MECANICA;2;10;6/07/2025;12/07/2025;6;Facturada
OTM/2076/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATP713167;Hyundai;HB20S;2026;;Interno;MECANICA;2;10;6/07/2025;12/07/2025;6;Facturada
OTM/2077/2025;2;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTJ375291;Hyundai;Tucson;2026;;Interno;MECANICA;2;10;6/07/2025;12/07/2025;2;Anulado
OTM/2078/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GSU115394;Hyundai;Kona;2025;;Interno;MECANICA;2;10;6/07/2025;12/07/2025;6;Facturada
OTM/2079/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU123803;Hyundai;Kona;2026;;Cliente;MECANICA;36599;10;6/07/2025;21/07/2025;15;Facturada
OTM/2080/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATU238215;Hyundai;Staria;2026;;Interno;MECANICA;2;10;7/07/2025;12/07/2025;5;Facturada
OTM/2081/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTJ375370;Hyundai;Tucson;2026;;Interno;MECANICA;2;10;7/07/2025;12/07/2025;5;Facturada
OTM/2082/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ASM604700;Hyundai;Grand I10;2025;;Interno;MECANICA;2;10;7/07/2025;25/07/2025;18;Facturada
OTM/2083/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM612090;Hyundai;Grand I10;2026;;Interno;MECANICA;2;10;7/07/2025;19/07/2025;12;Facturada
OTM/2084/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;DTU354962;Hyundai;Tucson;2026;;Interno;MECANICA;2;10;7/07/2025;12/07/2025;5;Facturada
OTM/2085/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BSU115205;Hyundai;Santa Fe;2025;;Interno;MECANICA;2;10;8/07/2025;24/07/2025;16;Facturada
OTM/2086/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATP718154;Hyundai;HB20S;2026;;Interno;MECANICA;2;10;8/07/2025;25/07/2025;17;Facturada
OTM/2087/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATP713161;Hyundai;HB20S;2026;;Interno;MECANICA;2;10;9/07/2025;19/07/2025;10;Facturada
OTM/2088/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTJ365902;Hyundai;Tucson;2026;;Interno;MECANICA;2;10;9/07/2025;19/07/2025;10;Facturada
OTM/2089/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTJ376303;Hyundai;Tucson;2026;;Interno;MECANICA;2;10;10/07/2025;19/07/2025;9;Facturada
OTM/2090/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU137988;Hyundai;Kona;2026;;Interno;MECANICA;2;10;10/07/2025;19/07/2025;9;Facturada
OTM/2091/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BSU343360;Hyundai;Tucson;2025;;Interno;MECANICA;2;10;10/07/2025;19/07/2025;9;Facturada
OTM/2092/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTP718127;Hyundai;HB20;2026;;Interno;MECANICA;2;10;10/07/2025;19/07/2025;9;Facturada
OTM/2093/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU141179;Hyundai;Kona;2026;;Interno;MECANICA;2;10;10/07/2025;19/07/2025;9;Facturada
OTM/2094/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTJ387635;Hyundai;Tucson;2026;;Interno;MECANICA;2;10;10/07/2025;19/07/2025;9;Facturada
OTM/2095/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTP717943;Hyundai;HB20S;2026;;Interno;MECANICA;2;10;10/07/2025;19/07/2025;9;Facturada
OTM/2097/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;FRU266425;Hyundai;Ioniq;2024;;Cliente;MECANICA;36599;10;12/07/2025;18/07/2025;6;Facturada
OTM/2098/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATP714718;Hyundai;HB20;2026;;Interno;MECANICA;2;10;13/07/2025;19/07/2025;6;Facturada
OTM/2099/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ETU284379;Hyundai;Kona;2026;;Interno;MECANICA;2;10;13/07/2025;19/07/2025;6;Facturada
OTM/2100/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ESU280150;Hyundai;Kona;2025;;Interno;MECANICA;2;10;13/07/2025;19/07/2025;6;Facturada
OTM/2101/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM615455;Hyundai;Grand I10;2026;;Interno;MECANICA;2;10;13/07/2025;13/07/2025;0;Facturada
OTM/2102/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ETU280774;Hyundai;Kona;2026;;Interno;MECANICA;2;10;13/07/2025;19/07/2025;6;Facturada
OTM/2103/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTP729357;Hyundai;HB20;2026;;Interno;MECANICA;2;10;13/07/2025;18/07/2025;5;Anulado
OTM/2104/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU130126;Hyundai;Kona;2026;;Interno;MECANICA;2;10;13/07/2025;19/07/2025;6;Facturada
OTM/2105/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU137138;Hyundai;Kona;2026;;Interno;MECANICA;2;10;13/07/2025;24/07/2025;11;Facturada
OTM/2106/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTU385610;Hyundai;Venue;2026;;Interno;MECANICA;2;10;13/07/2025;19/07/2025;6;Facturada
OTM/2107/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GSU123220;Hyundai;Kona;2025;;Interno;MECANICA;2;10;13/07/2025;19/07/2025;6;Facturada
OTM/2108/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTU355489;Hyundai;Tucson;2026;;Interno;MECANICA;2;10;13/07/2025;19/07/2025;6;Facturada
OTM/2109/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTJ388122;Hyundai;Tucson;2026;;Interno;MECANICA;2;10;13/07/2025;19/07/2025;6;Facturada
OTM/2110/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTU355476;Hyundai;Tucson;2026;;Interno;MECANICA;2;10;13/07/2025;19/07/2025;6;Facturada
OTM/2111/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTP730145;Hyundai;HB20S;2026;;Interno;MECANICA;2;10;13/07/2025;19/07/2025;6;Facturada
OTM/2112/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU137085;Hyundai;Kona;2026;;Interno;MECANICA;2;10;14/07/2025;19/07/2025;5;Facturada
OTM/2113/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTJ387630;Hyundai;Tucson;2026;;Interno;MECANICA;2;10;14/07/2025;19/07/2025;5;Facturada
OTM/2114/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATP729288;Hyundai;HB20S;2026;;Interno;MECANICA;2;10;17/07/2025;19/07/2025;2;Facturada
OTM/2116/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;AGU135566;Hyundai;Tucson;2016;;Cliente;MECANICA;6148;10;17/07/2025;18/07/2025;1;Anulado
OTM/2117/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM614984;Hyundai;Grand I10;2026;;Interno;MECANICA;2;10;17/07/2025;17/07/2025;0;Facturada
OTM/2118/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM342253;Hyundai;Grand I10 NB;2026;;Interno;MECANICA;2;10;17/07/2025;17/07/2025;0;Facturada
OTM/2119/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM342251;Hyundai;Grand I10 NB;2026;;Interno;MECANICA;2;10;17/07/2025;17/07/2025;0;Facturada
OTM/2120/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU137082;Hyundai;Kona;2026;;Interno;MECANICA;2;10;17/07/2025;19/07/2025;2;Facturada
OTM/2121/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATP729279;Hyundai;HB20S;2026;;Interno;MECANICA;2;10;17/07/2025;19/07/2025;2;Facturada
OTM/2122/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTJ366324;Hyundai;Tucson;2026;;Interno;MECANICA;2;10;17/07/2025;19/07/2025;2;Facturada
OTM/2123/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU140697;Hyundai;Kona;2026;;Interno;MECANICA;2;10;17/07/2025;19/07/2025;2;Facturada
OTM/2124/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU141261;Hyundai;Kona;2026;;Interno;MECANICA;2;10;17/07/2025;19/07/2025;2;Facturada
OTM/2125/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU136911;Hyundai;Kona;2026;;Interno;MECANICA;2;10;17/07/2025;19/07/2025;2;Facturada
OTM/2126/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTU355466;Hyundai;Tucson;2026;;Interno;MECANICA;2;10;18/07/2025;19/07/2025;1;Facturada
OTM/2127/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU136712;Hyundai;Kona;2026;;Interno;MECANICA;2;10;18/07/2025;19/07/2025;1;Facturada
OTM/2128/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GSU100938;Hyundai;Kona;2025;;Interno;MECANICA;2;10;18/07/2025;19/07/2025;1;Facturada
OTM/2129/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GSU101553;Hyundai;Kona;2025;;Interno;MECANICA;2;10;18/07/2025;19/07/2025;1;Facturada
OTM/2130/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU129890;Hyundai;Kona;2026;;Interno;MECANICA;2;10;18/07/2025;19/07/2025;1;Facturada
OTM/2131/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTJ388048;Hyundai;Tucson;2026;;Interno;MECANICA;2;10;18/07/2025;19/07/2025;1;Facturada
OTM/2132/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ETU284033;Hyundai;Kona;2026;;Interno;MECANICA;2;10;18/07/2025;19/07/2025;1;Facturada
OTM/2133/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM614979;Hyundai;Grand I10;2026;;Interno;MECANICA;2;10;18/07/2025;18/07/2025;0;Facturada
OTM/2134/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTJ366557;Hyundai;Tucson;2026;;Interno;MECANICA;2;10;18/07/2025;19/07/2025;1;Facturada
OTM/2135/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM625930;Hyundai;Grand I10;2026;;Interno;MECANICA;2;10;18/07/2025;18/07/2025;0;Facturada
OTM/2136/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM614980;Hyundai;Grand I10;2026;;Interno;MECANICA;2;10;18/07/2025;18/07/2025;0;Facturada
OTM/2137/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM614974;Hyundai;Grand I10;2026;;Interno;MECANICA;2;10;18/07/2025;18/07/2025;0;Facturada
OTM/2138/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;PPC069391;Hyundai;EX;2023;;Interno;MECANICA;2;10;19/07/2025;30/07/2025;11;Facturada
OTM/2141/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;DSU105840;Hyundai;Santa Fe;2025;;Cliente;MECANICA;36599;10;21/07/2025;21/07/2025;0;Facturada
OTM/2142/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU146944;Hyundai;Kona;2026;;Cliente;MECANICA;36599;10;21/07/2025;21/07/2025;0;Facturada
OTM/2143/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU146355;Hyundai;Kona;2026;;Cliente;MECANICA;36599;10;21/07/2025;21/07/2025;0;Facturada
OTM/2144/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTP729176;Hyundai;HB20;2026;;Cliente;MECANICA;36599;10;21/07/2025;21/07/2025;0;Facturada
OTM/2145/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BSP667318;Hyundai;HB20;2025;;Cliente;MECANICA;36599;10;21/07/2025;21/07/2025;0;Facturada
OTM/2146/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU136915;Hyundai;Kona;2026;;Cliente;MECANICA;36599;10;21/07/2025;22/07/2025;1;Facturada
OTM/2147/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM615454;Hyundai;Grand I10;2026;;Interno;MECANICA;2;10;22/07/2025;22/07/2025;0;Facturada
OTM/2148/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTJ367059;Hyundai;Tucson;2026;;Interno;MECANICA;2;10;22/07/2025;22/07/2025;0;Facturada
OTM/2149/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATP718389;Hyundai;HB20;2026;;Interno;MECANICA;2;10;22/07/2025;22/07/2025;0;Facturada
OTM/2150/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU136904;Hyundai;Kona;2026;;Cliente;MECANICA;36599;10;22/07/2025;22/07/2025;0;Facturada
OTM/2151/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU137115;Hyundai;Kona;2026;;Cliente;MECANICA;36599;10;22/07/2025;22/07/2025;0;Facturada
OTM/2152/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU136708;Hyundai;Kona;2026;;Cliente;MECANICA;36599;10;22/07/2025;22/07/2025;0;Facturada
OTM/2153/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU141193;Hyundai;Kona;2026;;Cliente;MECANICA;36599;10;22/07/2025;22/07/2025;0;Facturada
OTM/2154/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU141166;Hyundai;Kona;2026;;Cliente;MECANICA;36599;10;22/07/2025;22/07/2025;0;Facturada
OTM/2155/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU137142;Hyundai;Kona;2026;;Interno;MECANICA;2;10;23/07/2025;26/07/2025;3;Facturada
OTM/2156/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU137096;Hyundai;Kona;2026;;Interno;MECANICA;2;10;23/07/2025;25/07/2025;2;Facturada
OTM/2157/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU138508;Hyundai;Kona;2026;;Interno;MECANICA;2;10;23/07/2025;25/07/2025;2;Facturada
OTM/2158/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU136820;Hyundai;Kona;2026;;Interno;MECANICA;2;10;23/07/2025;24/07/2025;1;Facturada
OTM/2159/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ASU214103;Hyundai;Staria;2025;;Interno;MECANICA;2;10;23/07/2025;24/07/2025;1;Facturada
OTM/2160/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU130574;Hyundai;Kona;2026;;Interno;MECANICA;2;10;23/07/2025;24/07/2025;1;Facturada
OTM/2161/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ETU285237;Hyundai;Kona;2026;;Interno;MECANICA;2;10;23/07/2025;24/07/2025;1;Facturada
OTM/2162/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM615452;Hyundai;Grand I10;2026;;Interno;MECANICA;2;10;23/07/2025;23/07/2025;0;Facturada
OTM/2163/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTJ387788;Hyundai;Tucson;2026;;Cliente;MECANICA;36599;10;23/07/2025;23/07/2025;0;Facturada
OTM/2164/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU130908;Hyundai;Kona;2026;;Cliente;MECANICA;36599;10;23/07/2025;23/07/2025;0;Facturada
OTM/2165/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU137115;Hyundai;Kona;2026;;Cliente;MECANICA;36599;10;23/07/2025;23/07/2025;0;Anulado
OTM/2168/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU151474;Hyundai;Kona;2026;;Interno;MECANICA;2;10;24/07/2025;24/07/2025;0;Facturada
OTM/2169/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU146755;Hyundai;Kona;2026;;Interno;MECANICA;2;10;24/07/2025;24/07/2025;0;Facturada
OTM/2170/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;GTU136901;Hyundai;Kona;2026;;Interno;MECANICA;2;10;24/07/2025;24/07/2025;0;Facturada
OTM/2176/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTU385549;Hyundai;Venue;2026;;Interno;MECANICA;2;10;29/07/2025;30/07/2025;1;Facturada
OTM/2177/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATP718157;Hyundai;HB20S;2026;;Interno;MECANICA;2;10;29/07/2025;29/07/2025;0;Anulado
OTM/2178/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTP729987;Hyundai;HB20S;2026;;Interno;MECANICA;2;10;29/07/2025;30/07/2025;1;Facturada
OTM/2179/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM342255;Hyundai;Grand I10 NB;2026;;Interno;MECANICA;2;10;29/07/2025;29/07/2025;0;Facturada
OTM/2180/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM342248;Hyundai;Grand I10 NB;2026;;Interno;MECANICA;2;10;29/07/2025;29/07/2025;0;Facturada
OTM/2181/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM342250;Hyundai;Grand I10 NB;2026;;Interno;MECANICA;2;10;29/07/2025;29/07/2025;0;Facturada
OTM/2182/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM614975;Hyundai;Grand I10;2026;;Interno;MECANICA;2;10;30/07/2025;30/07/2025;0;Facturada
OTM/2183/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;ATM614982;Hyundai;Grand I10;2026;;Interno;MECANICA;2;10;30/07/2025;30/07/2025;0;Facturada
OTM/2184/2025;1;ALISTAMIENTO MECANICO VEHICULO NUEVO ;BTJ586408;Hyundai;Tucson;2026;;Interno;MECANICA;2;10;31/07/2025;1/08/2025;1;Facturada
